,age,education.num,marital.status,occupation,relationship,race,sex,hours.per.week,capital.gain,capital.loss,income
148,34,13,3,6,1,1,1,40,0,2339,0
149,25,13,4,9,3,4,0,35,0,2339,0
150,55,10,4,0,1,2,0,45,0,2339,0
151,59,9,5,10,2,2,0,40,0,2339,0
152,28,10,5,3,3,4,1,40,0,2339,0
153,43,11,6,14,1,4,0,36,0,2339,0
154,56,14,0,11,4,4,0,60,0,2339,0
155,41,9,0,2,1,4,1,40,0,2339,0
156,42,9,4,0,2,2,0,40,0,2339,0
157,28,15,4,9,1,4,1,40,0,2339,0
158,40,15,0,7,1,4,0,35,0,2339,0
159,69,13,6,9,1,4,1,40,0,2282,1
160,66,9,2,2,0,4,1,40,0,2267,0
161,69,3,2,6,0,4,1,40,0,2267,0
162,55,14,2,9,5,4,0,40,0,2267,0
163,57,9,4,0,1,4,1,40,0,2258,0
164,20,10,4,4,3,4,1,10,0,2258,0
165,33,9,0,2,1,4,1,84,0,2258,0
166,30,10,4,11,2,1,1,40,0,2258,0
167,40,13,4,12,1,1,0,48,0,2258,0
168,38,10,5,6,1,4,1,55,0,2258,1
169,46,12,0,0,4,4,1,38,0,2258,1
170,29,13,4,3,1,4,0,45,0,2258,1
171,57,13,4,0,1,4,1,40,0,2258,0
172,39,9,4,2,3,4,1,42,0,2258,1
173,47,13,0,3,1,4,1,40,0,2258,1
174,26,13,4,3,1,4,1,45,0,2258,1
175,27,9,4,2,1,4,1,50,0,2258,0
176,23,13,4,9,3,4,0,40,0,2258,1
177,34,14,4,9,1,4,1,50,0,2258,0
178,33,8,0,2,1,4,1,42,0,2258,0
179,38,14,4,9,1,4,0,60,0,2258,0
180,57,10,6,0,4,4,0,38,0,2258,1
181,36,9,4,3,1,4,1,70,0,2258,0
182,44,13,0,12,1,4,1,40,0,2258,1
183,49,16,4,3,1,4,0,50,0,2258,1
184,44,10,4,11,1,4,1,60,0,2258,0
185,55,10,6,4,1,4,1,62,0,2258,1
186,45,9,0,4,1,4,1,44,0,2258,1
187,48,9,0,3,1,4,0,40,0,2258,1
188,31,13,2,3,0,4,1,45,0,2246,1
189,55,9,2,9,2,4,0,40,0,2246,1
190,70,10,2,3,0,4,1,40,0,2246,1
191,70,14,2,3,0,4,1,8,0,2246,1
192,73,13,2,9,0,4,1,40,0,2246,1
193,72,15,2,9,0,4,1,28,0,2246,1
194,31,9,5,6,4,4,0,40,0,2238,0
195,28,6,6,0,4,4,0,35,0,2238,0
196,23,13,4,0,3,4,1,40,0,2231,1
197,49,5,6,5,4,4,1,40,0,2231,1
198,27,10,4,10,1,4,1,40,0,2231,1
199,90,9,4,7,1,2,1,40,0,2206,0
200,68,9,6,0,1,4,0,30,0,2206,0
201,65,9,0,0,4,4,0,59,0,2206,0
202,65,9,6,14,4,4,0,10,0,2206,0
203,67,13,0,3,1,4,0,5,0,2206,0
204,66,13,6,9,1,2,0,25,0,2206,0
205,24,10,4,0,1,4,1,24,0,2205,0
206,44,10,0,6,1,4,1,35,0,2205,0
207,35,10,4,0,3,4,0,40,0,2205,0
208,20,12,4,7,3,4,0,18,0,2205,0
209,38,9,0,2,1,4,1,40,0,2205,0
210,39,10,4,7,3,2,0,40,0,2205,0
211,32,10,4,6,2,4,0,40,0,2205,0
212,42,4,4,5,1,2,1,40,0,2205,0
213,63,9,0,14,1,4,0,40,0,2205,0
214,42,14,0,3,4,1,1,60,0,2201,1
215,64,7,2,2,0,4,1,40,0,2179,0
216,28,4,2,5,0,3,1,40,0,2179,0
217,41,11,2,11,0,3,1,84,0,2179,0
218,41,4,2,2,0,4,1,40,0,2179,0
219,58,2,2,13,0,4,1,18,0,2179,0
220,59,10,2,3,0,4,1,40,0,2179,0
221,34,9,2,4,5,4,0,12,0,2179,0
222,45,9,2,13,0,4,1,45,0,2179,0
223,29,9,2,0,5,4,0,40,0,2179,0
224,47,6,2,11,0,4,1,52,0,2179,0
225,40,10,2,6,0,4,1,40,0,2179,0
226,47,3,2,11,0,4,1,50,0,2179,0
227,63,13,2,14,0,4,1,45,0,2179,0
228,41,9,2,5,0,4,1,40,0,2179,0
229,34,10,2,13,0,2,1,40,0,2179,0
230,66,13,2,14,0,4,1,40,0,2174,1
231,65,10,2,3,0,4,1,10,0,2174,1
232,70,9,2,5,0,4,1,40,0,2174,1
233,75,15,2,9,0,4,1,50,0,2174,1
234,65,9,2,0,0,4,1,40,0,2174,1
235,65,10,2,3,0,2,1,40,0,2174,1
236,73,10,2,9,0,4,1,50,0,2174,1
237,60,13,2,14,0,1,1,25,0,2163,0
238,68,11,2,9,0,4,1,40,0,2149,0
239,74,9,2,11,0,4,1,20,0,2149,0
240,43,3,2,6,5,1,0,72,0,2129,0
241,19,7,2,2,3,4,1,55,0,2129,0
242,37,9,2,2,0,4,1,40,0,2129,0
243,45,12,0,0,4,1,1,40,0,2080,0
244,64,14,2,9,0,1,1,60,0,2057,0
245,30,9,2,13,0,4,1,40,0,2057,0
246,51,10,2,9,5,4,0,60,0,2057,0
247,35,7,2,2,0,4,1,40,0,2057,0
248,29,9,2,0,5,4,0,20,0,2057,0
249,34,10,2,0,5,4,0,40,0,2057,0
250,41,9,2,2,0,4,1,60,0,2051,0
251,35,10,2,2,0,4,1,45,0,2051,0
252,26,10,2,0,0,4,1,40,0,2051,0
253,54,9,2,13,0,4,1,50,0,2051,0
254,52,9,2,2,0,4,1,40,0,2051,0
255,50,9,2,4,0,4,1,20,0,2051,0
256,31,10,2,0,0,4,1,40,0,2051,0
257,38,9,2,13,0,4,1,40,0,2051,0
258,30,10,2,2,0,4,1,40,0,2051,0
259,34,13,2,9,0,4,1,40,0,2051,0
260,31,10,2,11,0,4,1,57,0,2051,0
261,52,9,2,6,0,4,1,38,0,2051,0
262,54,9,2,2,0,4,1,40,0,2051,0
263,38,9,2,2,0,4,1,44,0,2051,0
264,39,9,2,6,0,4,1,40,0,2051,0
265,29,11,2,12,0,4,1,40,0,2051,0
266,45,9,2,2,0,4,1,40,0,2051,0
267,34,9,2,13,0,4,1,55,0,2051,0
268,38,9,2,2,0,4,1,40,0,2051,0
269,39,6,2,2,0,4,1,40,0,2051,0
270,61,9,2,2,0,4,1,20,0,2051,0
271,43,7,2,13,0,4,1,40,0,2042,0
272,35,10,2,5,0,4,1,40,0,2042,0
273,46,10,2,11,0,4,1,50,0,2042,0
274,38,9,2,5,0,4,1,40,0,2042,0
275,42,9,2,2,0,4,1,48,0,2042,0
276,34,12,2,12,0,4,1,10,0,2042,0
277,29,4,2,4,0,4,1,40,0,2042,0
278,32,7,2,2,0,4,1,30,0,2042,0
279,60,9,2,10,0,4,1,34,0,2042,0
280,49,9,2,2,0,4,1,40,0,2002,0
281,53,9,2,7,0,4,1,45,0,2002,0
282,56,4,2,5,0,4,1,40,0,2002,0
283,48,7,2,13,0,4,1,40,0,2002,0
284,32,13,2,9,0,1,1,40,0,2002,0
285,42,9,2,2,0,4,1,40,0,2002,0
286,32,12,2,9,0,4,1,42,0,2002,0
287,28,12,2,10,0,4,1,40,0,2002,0
288,26,11,2,2,0,4,1,40,0,2002,0
289,59,13,2,3,0,4,1,50,0,2002,0
290,47,13,2,9,0,4,1,30,0,2002,0
291,26,13,2,14,0,4,1,40,0,2002,0
292,41,9,2,2,0,4,1,60,0,2002,0
293,36,9,2,2,3,4,0,40,0,2002,0
294,45,13,2,11,0,4,1,55,0,2002,0
295,30,12,2,9,0,4,1,40,0,2002,0
296,36,9,2,13,0,4,1,40,0,2002,0
297,34,9,2,3,0,4,1,40,0,2002,0
298,53,9,2,13,0,4,1,40,0,2002,0
299,51,9,2,11,0,4,1,45,0,2002,0
300,47,16,2,13,0,4,1,45,0,2002,0
301,19,9,4,14,4,4,1,40,0,2001,0
302,30,9,4,0,4,4,1,42,0,2001,0
303,20,9,4,7,4,4,1,40,0,2001,0
304,42,14,0,0,1,4,1,60,0,2001,0
305,31,7,4,2,1,4,1,40,0,2001,0
306,33,13,4,5,1,4,1,40,0,2001,0
307,25,12,4,12,1,4,0,30,0,2001,0
308,20,9,4,7,1,4,1,40,0,2001,0
309,23,9,4,0,3,2,1,40,0,2001,0
310,55,9,5,14,1,2,0,40,0,2001,0
311,41,10,0,2,1,4,1,50,0,2001,0
312,54,9,6,2,1,4,1,35,0,2001,0
313,25,9,4,2,1,4,1,50,0,2001,0
314,19,10,4,0,3,4,0,40,0,2001,0
315,24,9,4,0,1,4,0,37,0,2001,0
316,56,13,4,13,1,2,1,65,0,2001,0
317,21,10,4,7,1,4,0,40,0,2001,0
318,34,9,4,6,1,2,1,40,0,2001,0
319,19,9,4,0,3,4,1,40,0,2001,0
320,21,10,4,14,1,4,1,45,0,2001,0
321,48,9,5,0,1,4,0,40,0,2001,0
322,34,13,4,7,1,4,1,40,0,2001,0
323,31,9,4,4,1,4,1,40,0,2001,0
324,36,9,4,7,1,2,0,40,0,2001,0
325,27,9,4,7,1,4,1,40,0,1980,0
326,27,10,4,2,3,1,1,40,0,1980,0
327,35,13,0,11,1,4,0,65,0,1980,0
328,31,13,3,3,1,4,1,60,0,1980,0
329,27,9,4,2,1,2,1,40,0,1980,0
330,28,12,4,0,1,4,0,40,0,1980,0
331,42,9,0,13,1,4,1,46,0,1980,0
332,44,10,5,3,1,4,1,45,0,1980,0
333,41,13,0,11,1,4,1,56,0,1980,0
334,28,13,4,12,1,4,0,35,0,1980,0
335,41,9,4,0,1,4,0,40,0,1980,0
336,35,6,6,7,1,2,0,40,0,1980,0
337,58,14,0,0,1,4,0,45,0,1980,0
338,40,9,0,6,1,4,1,48,0,1980,0
339,31,11,4,13,3,4,1,60,0,1980,0
340,30,9,4,11,1,4,0,40,0,1980,0
341,32,10,5,12,1,0,1,40,0,1980,0
342,25,10,4,0,1,4,1,40,0,1980,0
343,34,9,4,13,3,4,1,40,0,1980,0
344,56,10,0,3,1,4,0,40,0,1980,0
345,45,9,0,7,1,4,1,40,0,1980,0
346,50,9,4,0,1,4,1,40,0,1980,0
347,27,6,4,11,2,4,1,40,0,1980,0
348,51,10,2,11,0,4,1,40,0,1977,1
349,40,12,2,12,0,4,1,60,0,1977,1
350,41,14,2,3,0,4,1,65,0,1977,1
351,49,14,2,3,0,4,1,45,0,1977,1
352,37,11,2,2,0,4,1,40,0,1977,1
353,36,13,2,3,5,4,0,45,0,1977,1
354,35,15,2,9,0,4,1,80,0,1977,1
355,29,9,2,11,5,4,0,25,0,1977,1
356,50,13,2,9,5,4,0,40,0,1977,1
357,46,13,2,11,0,4,1,40,0,1977,1
358,44,9,2,3,0,4,1,45,0,1977,1
359,42,14,2,3,0,4,1,40,0,1977,1
360,38,15,2,9,0,4,1,50,0,1977,1
361,45,13,2,3,0,4,1,55,0,1977,1
362,43,14,2,3,0,4,1,60,0,1977,1
363,47,15,2,9,0,4,1,60,0,1977,1
364,58,15,2,9,0,4,1,50,0,1977,1
365,48,15,2,12,0,4,1,40,0,1977,1
366,42,13,2,3,0,4,1,48,0,1977,1
367,55,14,2,3,0,4,1,50,0,1977,1
368,51,6,2,11,0,4,1,40,0,1977,1
369,32,14,2,3,0,2,1,40,0,1977,1
370,45,13,2,3,0,4,1,50,0,1977,1
371,56,14,2,2,0,4,1,44,0,1977,1
372,38,14,2,3,0,4,1,60,0,1977,1
373,45,11,2,11,0,4,1,50,0,1977,1
374,49,14,2,9,5,4,0,40,0,1977,1
375,36,9,2,9,0,4,1,40,0,1977,1
376,49,14,2,3,0,4,1,40,0,1977,1
377,30,16,2,9,0,1,1,40,0,1977,1
378,42,15,2,9,0,4,1,50,0,1977,1
379,55,14,2,3,0,4,1,40,0,1977,1
380,34,13,2,3,0,4,1,45,0,1977,1
381,54,16,2,9,0,4,1,50,0,1977,1
382,42,13,2,3,0,4,1,70,0,1977,1
383,25,13,2,9,0,4,1,40,0,1977,1
384,55,9,2,3,0,4,1,45,0,1977,1
385,58,14,2,9,0,4,1,50,0,1977,1
386,62,9,2,13,0,4,1,60,0,1977,1
387,43,15,2,9,0,4,1,40,0,1977,1
388,57,14,2,9,5,2,0,40,0,1977,1
389,42,16,2,9,0,4,1,60,0,1977,1
390,63,13,2,9,0,1,1,32,0,1977,1
391,47,15,2,9,0,4,1,50,0,1977,1
392,37,13,2,3,0,4,1,50,0,1977,1
393,40,13,2,11,0,4,1,60,0,1977,1
394,43,13,2,9,0,4,1,50,0,1977,1
395,43,15,2,9,0,4,1,70,0,1977,1
396,41,15,2,9,0,4,1,60,0,1977,1
397,32,15,2,9,0,4,1,60,0,1977,1
398,47,13,2,11,0,4,1,40,0,1977,1
399,39,10,2,5,0,4,1,60,0,1977,1
400,53,10,2,3,0,4,1,40,0,1977,1
401,34,13,2,3,0,4,1,45,0,1977,1
402,36,13,2,3,0,4,1,40,0,1977,1
403,47,14,2,3,0,4,1,41,0,1977,1
404,52,11,2,3,0,4,1,45,0,1977,1
405,40,15,2,9,0,0,1,60,0,1977,1
406,42,13,2,9,0,4,1,40,0,1977,1
407,51,14,2,10,0,4,1,40,0,1977,1
408,55,14,2,12,0,4,1,20,0,1977,1
409,38,9,2,11,0,4,1,99,0,1977,1
410,52,10,2,3,0,4,1,50,0,1977,1
411,60,9,2,12,0,4,1,40,0,1977,1
412,55,11,2,9,0,4,1,50,0,1977,1
413,47,14,2,3,0,2,1,50,0,1977,1
414,46,14,2,12,0,4,1,40,0,1977,1
415,35,14,2,9,0,4,1,45,0,1977,1
416,59,13,2,3,0,4,1,50,0,1977,1
417,57,14,2,9,0,4,1,45,0,1977,1
418,46,10,2,9,0,4,1,50,0,1977,1
419,46,14,2,3,0,4,1,40,0,1977,1
420,52,9,2,2,0,4,1,40,0,1977,1
421,45,16,2,9,5,4,0,30,0,1977,1
422,37,13,2,12,0,4,1,40,0,1977,1
423,46,14,2,3,0,4,1,45,0,1977,1
424,44,13,2,9,0,2,1,50,0,1977,1
425,45,11,2,3,0,4,1,50,0,1977,1
426,43,9,2,6,0,4,1,52,0,1977,1
427,54,14,2,9,0,4,1,40,0,1977,1
428,50,14,2,9,0,4,1,40,0,1977,1
429,51,13,2,3,0,4,1,60,0,1977,1
430,45,13,2,9,0,4,1,40,0,1977,1
431,36,14,2,9,0,4,1,60,0,1977,1
432,27,13,2,3,0,4,1,50,0,1977,1
433,36,13,2,11,0,4,1,35,0,1977,1
434,53,14,2,3,0,4,1,55,0,1977,1
435,51,14,2,9,0,4,1,35,0,1977,1
436,28,13,2,9,5,4,0,24,0,1977,1
437,47,10,2,2,0,4,1,40,0,1977,1
438,45,13,2,3,0,4,1,60,0,1977,1
439,45,14,2,9,5,4,0,35,0,1977,1
440,39,15,2,9,0,4,1,50,0,1977,1
441,39,13,2,3,0,4,1,40,0,1977,1
442,55,14,2,9,0,4,1,40,0,1977,1
443,62,10,2,3,0,4,1,98,0,1977,1
444,49,13,2,11,0,1,1,50,0,1977,1
445,53,14,2,3,0,4,1,40,0,1977,1
446,31,14,2,3,0,4,1,48,0,1977,1
447,42,9,2,3,0,4,1,60,0,1977,1
448,39,13,2,13,0,4,1,45,0,1977,1
449,60,13,2,3,0,4,1,45,0,1977,1
450,26,15,2,9,0,4,1,40,0,1977,1
451,37,14,2,3,0,4,1,40,0,1977,1
452,45,13,2,3,0,4,1,60,0,1977,1
453,37,12,2,11,0,4,1,45,0,1977,1
454,32,13,2,11,0,4,1,45,0,1977,1
455,39,9,2,3,0,4,1,40,0,1977,1
456,58,6,2,2,5,4,0,35,0,1977,1
457,45,14,2,3,0,4,1,43,0,1977,1
458,41,13,2,9,0,4,1,45,0,1977,1
459,36,9,2,4,0,4,1,65,0,1977,1
460,51,14,2,9,0,4,1,60,0,1977,1
461,39,10,2,3,0,4,1,62,0,1977,1
462,56,15,2,9,0,4,1,50,0,1977,1
463,53,9,2,0,0,2,1,40,0,1977,1
464,40,11,2,9,5,4,0,15,0,1977,1
465,57,14,2,3,0,2,1,40,0,1977,1
466,50,9,2,2,0,4,1,35,0,1977,1
467,34,15,2,9,0,4,1,55,0,1977,1
468,35,13,2,3,5,4,0,30,0,1977,1
469,30,9,2,9,0,4,1,15,0,1977,1
470,53,14,2,9,0,4,1,55,0,1977,1
471,31,16,2,9,0,4,1,70,0,1977,1
472,37,13,2,3,0,4,1,60,0,1977,1
473,34,13,2,11,0,4,1,50,0,1977,1
474,36,14,2,9,0,4,1,50,0,1977,1
475,40,13,2,3,0,4,1,50,0,1977,1
476,51,10,2,2,0,4,1,60,0,1977,1
477,33,9,2,11,0,4,1,45,0,1977,1
478,40,16,2,9,5,4,0,20,0,1977,1
479,50,4,2,2,0,4,1,63,0,1977,1
480,46,14,2,11,0,4,1,60,0,1977,1
481,54,16,2,3,0,4,1,50,0,1977,1
482,39,14,2,9,5,4,0,24,0,1977,1
483,54,10,2,11,0,4,1,40,0,1977,1
484,31,16,2,9,0,4,1,99,0,1977,1
485,51,14,2,3,0,4,1,50,0,1977,1
486,55,16,2,9,0,4,1,55,0,1977,1
487,36,14,2,0,0,4,1,40,0,1977,1
488,41,13,2,3,0,1,1,60,0,1977,1
489,56,10,2,3,5,4,0,50,0,1977,1
490,38,13,2,12,0,4,1,40,0,1977,1
491,47,9,2,2,0,4,1,45,0,1977,1
492,39,14,2,9,0,4,1,45,0,1977,1
493,59,13,2,3,0,4,1,50,0,1977,1
494,54,16,2,3,0,4,1,43,0,1977,1
495,54,13,2,3,5,4,0,35,0,1977,1
496,31,13,2,3,0,4,1,55,0,1977,1
497,59,10,2,3,0,4,1,48,0,1977,1
498,46,14,2,9,0,4,1,50,0,1977,1
499,57,16,2,12,0,4,1,40,0,1977,1
500,36,14,2,9,5,4,0,44,0,1977,1
501,44,13,2,6,0,4,1,40,0,1977,1
502,33,15,2,9,0,4,1,50,0,1977,1
503,54,10,2,12,0,4,1,18,0,1977,1
504,55,14,2,3,0,4,1,60,0,1977,1
505,36,14,2,11,0,4,1,50,0,1977,1
506,49,15,2,9,5,4,0,60,0,1977,1
507,41,15,2,9,0,4,1,50,0,1977,1
508,40,16,2,9,0,1,1,45,0,1977,1
509,43,13,2,3,0,4,1,50,0,1977,1
510,39,14,2,9,5,4,0,20,0,1977,1
511,26,13,2,14,5,4,0,40,0,1977,1
512,48,15,2,9,0,4,1,45,0,1977,1
513,43,13,2,3,0,4,1,50,0,1977,1
514,42,13,2,3,0,4,1,60,0,1977,1
515,36,13,2,9,0,4,1,45,0,1977,1
516,39,14,4,3,1,4,1,40,0,1974,0
517,21,10,4,9,3,1,1,40,0,1974,0
518,23,10,4,11,1,4,0,40,0,1974,0
519,47,9,0,3,1,4,0,40,0,1974,0
520,30,9,4,0,2,4,0,40,0,1974,0
521,35,10,4,6,1,4,1,40,0,1974,0
522,26,10,4,0,1,4,0,40,0,1974,0
523,26,13,4,3,1,4,1,55,0,1974,0
524,41,14,0,9,1,4,1,40,0,1974,0
525,30,10,4,10,1,2,1,40,0,1974,0
526,28,9,5,2,1,4,1,40,0,1974,0
527,56,9,6,11,1,4,0,40,0,1974,0
528,35,9,4,6,3,4,1,40,0,1974,0
529,34,11,4,12,1,4,0,40,0,1974,0
530,29,9,4,2,1,4,1,35,0,1974,0
531,23,12,4,0,3,4,0,20,0,1974,0
532,24,9,4,0,1,4,0,40,0,1974,0
533,62,10,0,0,1,4,1,40,0,1974,0
534,77,10,6,0,1,4,0,1,0,1944,0
535,47,15,2,9,5,4,0,60,0,1902,1
536,48,16,2,9,0,4,1,60,0,1902,1
537,42,15,2,9,0,4,1,50,0,1902,1
538,31,14,2,12,0,4,1,40,0,1902,1
539,43,13,2,3,0,4,1,40,0,1902,1
540,50,16,2,9,0,4,1,65,0,1902,1
541,36,13,2,9,0,4,1,50,0,1902,1
542,49,14,2,9,0,4,1,40,0,1902,1
543,38,9,2,2,0,4,1,40,0,1902,1
544,48,16,2,9,5,4,0,46,0,1902,1
545,46,13,2,9,0,4,1,40,0,1902,1
546,56,9,2,7,0,4,1,60,0,1902,1
547,37,9,2,3,0,4,1,45,0,1902,1
548,51,9,2,6,0,2,1,40,0,1902,1
549,43,14,2,3,0,4,1,40,0,1902,1
550,46,9,2,2,0,4,1,40,0,1902,0
551,42,14,2,3,0,4,1,60,0,1902,1
552,45,10,2,0,5,4,0,35,0,1902,1
553,23,10,2,6,0,4,1,40,0,1902,0
554,45,13,2,11,0,4,1,40,0,1902,1
555,30,9,2,0,0,4,1,40,0,1902,0
